ID,Name0,Name1,Name2,Name3,Name4,Artist0,Artist1,Artist2,Artist3,Artist4,BPM0,BPM1,BPM2,BPM3,BPM4,ParentSongIndex,GameVersion,Channel,ActiveMode,SomeBoolean,Length,Padding1,Padding2,
EF1445,Pump Breakers,펌프 브레이커스,Pump Breakers,Pump Breakers,Pump Breakers,Thaide & Lil V,타이지,Thaide & Lil V,Thaide & Lil V,Thaide & Lil V,120,120,120,120,120,762,17,3,2,0,0,4294967295,4294967295,
EF1446,Witch Doctor,위치 닥터,Witch Doctor,Witch Doctor,Witch Doctor,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,365,14,1,2,0,0,4294967295,4294967295,
EF1447,Chimera,키메라,Chimera,Chimera,Chimera,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,381,15,1,2,0,0,4294967295,4294967295,
EF1449,Naissance,태동,Naissance,Naissance,Naissance,BanYa,반야,BanYa,BanYa,BanYa,136,136,136,136,136,236,3,1,2,0,0,4294967295,4294967295,
EF1451,To the sky,하늘위로,To the sky,To the sky,To the sky,LEXY,렉시,LEXY,LEXY,LEXY,130,130,130,130,130,9,18,2,2,0,0,4294967295,4294967295,
EF1452,Faster Z,패스터 Z,Faster Z,Faster Z,Faster Z,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,487,16,1,2,0,0,4294967295,4294967295,
EF1453,Tek -Club Copenhagen-,테크 -클럽 코펜하겐-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,132,132,132,132,132,24,18,1,2,0,0,4294967295,4294967295,
EF1454,Final Audition Ep. 2-X,파이널 오디션 에피소드 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,771,17,1,2,0,0,4294967295,4294967295,
EF1456,By chance,우연,By chance,By chance,By chance,Baby V.O.X,베이비복스,Baby V.O.X,Baby V.O.X,Baby V.O.X,127,127,127,127,127,7,18,2,2,0,0,4294967295,4294967295,
EF1457,Get Up (and go),겟 업 (앤 고),Get Up (and go),Get Up (and go),Get Up (and go),Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,164,164,164,164,164,27,18,1,2,0,0,4294967295,4294967295,
EF1458,Destination,데스티네이션,Destination,Destination,Destination,SHK,SHK,SHK,SHK,SHK,150,150,150,150,150,13,18,1,2,0,0,4294967295,4294967295,
EF1459,U Got 2 Know,유 갓 투 노우,U Got 2 Know,U Got 2 Know,U Got 2 Know,MAX,맥스,MAX,MAX,MAX,127,127,127,127,127,8,18,1,2,0,0,4294967295,4294967295,
EF1460,J Bong,제이 봉,J Bong,J Bong,J Bong,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,304,12,1,2,0,0,4294967295,4294967295,
EF1461,Canon D,캐논 디,Canon D,Canon D,Canon D,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,307,12,1,2,0,0,4294967295,4294967295,
EF1462,Dr. M,닥터 엠,Dr. M,Dr. M,Dr. M,BanYa,반야,BanYa,BanYa,BanYa,145,145,145,145,145,259,8,1,2,0,0,4294967295,4294967295,
EF1463,D Gang,디 갱,D Gang,D Gang,D Gang,BanYa,반야,BanYa,BanYa,BanYa,150,150,150,150,150,280,10,1,2,0,0,4294967295,4294967295,
EF1464,The People didn't know,사람들은 몰랐다네,The People didn't know,The People didn't know,The People didn't know,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,134,134,134,134,134,764,17,1,2,0,0,4294967295,4294967295,
EF1465,Oy Oy Oy,오이 오이 오이,Oy Oy Oy,Oy Oy Oy,Oy Oy Oy,BanYa,반야,BanYa,BanYa,BanYa,148,148,148,148,148,272,8,1,2,0,0,4294967295,4294967295,
EF1466,Will-O-The-Wisp,윌 오 더 위스프,Will-O-The-Wisp,Will-O-The-Wisp,Will-O-The-Wisp,BanYa,반야,BanYa,BanYa,BanYa,210,210,210,210,210,270,8,1,2,0,0,4294967295,4294967295,
EF1467,Chopsticks Challenge,젓가락 변주곡,Chopsticks Challenge,Chopsticks Challenge,Chopsticks Challenge,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,128,128,128,128,128,752,17,1,2,0,0,4294967295,4294967295,
EF1468,Till the end of time,틸 디 엔드 오브 타임,Till the end of time,Till the end of time,Till the end of time,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,271,8,1,2,0,0,4294967295,4294967295,
EF1469,Final Audition,파이널 오디션,Final Audition,Final Audition,Final Audition,BanYa,반야,BanYa,BanYa,BanYa,130.5,130.5,130.5,130.5,130.5,230,2,1,2,0,0,4294967295,4294967295,
EF1470,Phantom,팬텀,Phantom,Phantom,Phantom,BanYa,반야,BanYa,BanYa,BanYa,136,136,136,136,136,368,14,1,2,0,0,4294967295,4294967295,
EF1471,Hi Bi,하이 바이,Hi Bi,Hi Bi,Hi Bi,BanYa,반야,BanYa,BanYa,BanYa,145,145,145,145,145,305,12,1,2,0,0,4294967295,4294967295,
EF1472,Turkey March,터키 행진곡,Turkey March,Turkey March,Turkey March,BanYa,반야,BanYa,BanYa,BanYa,150,150,150,150,150,237,3,1,2,0,0,4294967295,4294967295,
EF1473,Higgledy Piggledy,히글디 피글디,Higgledy Piggledy,Higgledy Piggledy,Higgledy Piggledy,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,150,150,150,150,150,494,16,1,2,0,0,4294967295,4294967295,
EF1474,Dignity,디그니티,Dignity,Dignity,Dignity,Crash,크래쉬,Crash,Crash,Crash,195,195,195,195,195,296,11,2,2,0,0,4294967295,4294967295,
EF1475,The People didn't know,사람들은 몰랐다네,The People didn't know,The People didn't know,The People didn't know,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,134,134,134,134,134,764,17,1,2,0,0,4294967295,4294967295,
EF1501,Amadeustreme,아마데우스트림,Amadeustreme,Amadeustreme,Amadeustreme,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,85,18,1,2,0,0,4294967295,4294967295,
EF1502,Cannon X tree,캐논X트리,Cannon X tree,Cannon X tree,Cannon X tree,BPM,BPM,BPM,BPM,BPM,190,190,190,190,190,79,18,1,2,0,0,4294967295,4294967295,
EF1503,To.Jam.Fa.,토.잼.파.,To.Jam.Fa.,To.Jam.Fa.,To.Jam.Fa.,BPM,BPM,BPM,BPM,BPM,130.5,130.5,130.5,130.5,130.5,83,18,1,2,0,0,4294967295,4294967295,
EF1504,B.P.M. Collection 1(Auditions),비.피.엠. 콜렉션 1(오디션즈),B.P.M. Collection 1(Auditions),B.P.M. Collection 1(Auditions),B.P.M. Collection 1(Auditions),BPM,BPM,BPM,BPM,BPM,130.5,130.5,130.5,130.5,130.5,86,18,1,2,0,0,4294967295,4294967295,
EF1505,B.P.M. Collection 4(Pumpts),비.피.엠. 콜렉션 3(펌츠),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),BPM,BPM,BPM,BPM,BPM,153,153,153,153,153,69,18,1,2,0,0,4294967295,4294967295,
EF1506,B.P.M. Collection 2(Solitaries),비.피.엠. 콜렉션 2(무혼즈),B.P.M. Collection 2(Solitaries),B.P.M. Collection 2(Solitaries),B.P.M. Collection 2(Solitaries),BPM,BPM,BPM,BPM,BPM,136,136,136,136,136,84,18,1,2,0,0,4294967295,4294967295,
EF1507,Final Danger Sticks,파이널 데인져 스틱스,Final Danger Sticks,Final Danger Sticks,Final Danger Sticks,BPM,BPM,BPM,BPM,BPM,140,140,140,140,140,82,18,1,2,0,0,4294967295,4294967295,
EF1508,Pumpster Zone2-1,펌스터 존 2-1,Pumpster Zone2-1,Pumpster Zone2-1,Pumpster Zone2-1,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,87,18,1,2,0,0,4294967295,4294967295,
EF1509,B.P.M. Collection 4(Pumpts),비.피.엠. 콜렉션 3(펌츠),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),BPM,BPM,BPM,BPM,BPM,153,153,153,153,153,69,18,1,2,0,0,4294967295,4294967295,
EF1510,B.P.M. Collection 4(etc.Mix),비.피.엠. 콜렉션 4(믹스),B.P.M. Collection 4(etc.Mix),B.P.M. Collection 4(etc.Mix),B.P.M. Collection 4(etc.Mix),BPM,BPM,BPM,BPM,BPM,136,136,136,136,136,93,18,1,2,0,0,4294967295,4294967295,
EF1511,Final Danger Sticks,파이널 데인져 스틱스,Final Danger Sticks,Final Danger Sticks,Final Danger Sticks,BPM,BPM,BPM,BPM,BPM,140,140,140,140,140,82,18,1,2,0,0,4294967295,4294967295,
EF1512,Pumpster Zone2-1,펌스터 존 2-1,Pumpster Zone2-1,Pumpster Zone2-1,Pumpster Zone2-1,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,87,18,1,2,0,0,4294967295,4294967295,
EF1513,Pumping Jam,펌핑 잼,Pumping Jam,Pumping Jam,Pumping Jam,BPM,BPM,BPM,BPM,BPM,120,120,120,120,120,76,18,1,2,0,0,4294967295,4294967295,
EF1514,Turkey mix,터키 믹스,Turkey mix,Turkey mix,Turkey mix,BPM,BPM,BPM,BPM,BPM,150,150,150,150,150,74,18,1,2,0,0,4294967295,4294967295,
EF1515,Beatreme of the wisp,비트림 오브 더 위스프,Beatreme of the wisp,Beatreme of the wisp,Beatreme of the wisp,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,75,18,1,2,0,0,4294967295,4294967295,
EF1516,Whimera,위메라,Whimera,Whimera,Whimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,71,18,1,2,0,0,4294967295,4294967295,
EF1517,Solitary Eliese,솔리터리 엘리제,Solitary Eliese,Solitary Eliese,Solitary Eliese,BPM,BPM,BPM,BPM,BPM,158,158,158,158,158,73,18,1,2,0,0,4294967295,4294967295,
EF1518,Trato X4,트라토 X4,Trato X4,Trato X4,Trato X4,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,72,18,1,2,0,0,4294967295,4294967295,
EF1519,Whimera,위메라,Whimera,Whimera,Whimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,71,18,1,2,0,0,4294967295,4294967295,
EF1520,Trato X4,트라토 X4,Trato X4,Trato X4,Trato X4,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,72,18,1,2,0,0,4294967295,4294967295,
EF1521,KM pop Mix,KM팝 믹스,KM pop Mix,KM pop Mix,KM pop Mix,BPM,BPM,BPM,BPM,BPM,164,164,164,164,164,81,18,1,2,0,0,4294967295,4294967295,
EF1522,DJ. Moon,디제이 문,DJ. Moon,DJ. Moon,DJ. Moon,BPM,BPM,BPM,BPM,BPM,180,180,180,180,180,80,18,1,2,0,0,4294967295,4294967295,
EF1523,Cannon X tree,캐논X트리,Cannon X tree,Cannon X tree,Cannon X tree,BPM,BPM,BPM,BPM,BPM,190,190,190,190,190,79,18,1,2,0,0,4294967295,4294967295,
EF1524,Chicken doctor,치킨 닥터,Chicken doctor,Chicken doctor,Chicken doctor,BPM,BPM,BPM,BPM,BPM,200,200,200,200,200,78,18,1,2,0,0,4294967295,4294967295,
EF1525,4-X,4-X,4-X,4-X,4-X,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,77,18,1,2,0,0,4294967295,4294967295,
EF1526,Cannon X tree,캐논X트리,Cannon X tree,Cannon X tree,Cannon X tree,BPM,BPM,BPM,BPM,BPM,190,190,190,190,190,79,18,1,2,0,0,4294967295,4294967295,
EF1527,4-X,4-X,4-X,4-X,4-X,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,77,18,1,2,0,0,4294967295,4294967295,
EF1528,Chicken doctor,치킨 닥터,Chicken doctor,Chicken doctor,Chicken doctor,BPM,BPM,BPM,BPM,BPM,200,200,200,200,200,78,18,1,2,0,0,4294967295,4294967295,
EF1529,Ladimera,라디메라,Ladimera,Ladimera,Ladimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,92,18,1,2,0,0,4294967295,4294967295,
EF1530,Ladimera,라디메라,Ladimera,Ladimera,Ladimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,92,18,1,2,0,0,4294967295,4294967295,
EF1531,Solitary Eliese,솔리터리 엘리제,Solitary Eliese,Solitary Eliese,Solitary Eliese,BPM,BPM,BPM,BPM,BPM,158,158,158,158,158,73,18,1,2,0,0,4294967295,4294967295,
EF1532,Ladimera,라디메라,Ladimera,Ladimera,Ladimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,92,18,1,2,0,0,4294967295,4294967295,
EF1533,Bee-mera,비-메라,Bee-mera,Bee-mera,Bee-mera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,90,18,1,2,0,0,4294967295,4294967295,
EF1534,Ladimera,라디메라,Ladimera,Ladimera,Ladimera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,92,18,1,2,0,0,4294967295,4294967295,
EF1535,World pop Mix,월드 팝 믹스,World pop Mix,World pop Mix,World pop Mix,BPM,BPM,BPM,BPM,BPM,151.5,151.5,151.5,151.5,151.5,91,18,1,2,0,0,4294967295,4294967295,
EF1536,World pop Mix,월드 팝 믹스,World pop Mix,World pop Mix,World pop Mix,BPM,BPM,BPM,BPM,BPM,151.5,151.5,151.5,151.5,151.5,91,18,1,2,0,0,4294967295,4294967295,
EF1537,Hamera,하메라,Hamera,Hamera,Hamera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,88,18,1,2,0,0,4294967295,4294967295,
EF1538,World pop Mix,월드 팝 믹스,World pop Mix,World pop Mix,World pop Mix,BPM,BPM,BPM,BPM,BPM,151.5,151.5,151.5,151.5,151.5,91,18,1,2,0,0,4294967295,4294967295,
EF1539,World pop Mix,월드 팝 믹스,World pop Mix,World pop Mix,World pop Mix,BPM,BPM,BPM,BPM,BPM,151.5,151.5,151.5,151.5,151.5,91,18,1,2,0,0,4294967295,4294967295,
EF1540,Hamera,하메라,Hamera,Hamera,Hamera,BPM,BPM,BPM,BPM,BPM,210,210,210,210,210,88,18,1,2,0,0,4294967295,4294967295,
EF1541,Witch core,위치코어,Witch core,Witch core,Witch core,BPM,BPM,BPM,BPM,BPM,196,196,196,196,196,68,18,1,2,0,0,4294967295,4294967295,
EF1542,Danger zone twins,데인져 존 트윈스,Danger zone twins,Danger zone twins,Danger zone twins,BPM,BPM,BPM,BPM,BPM,162,162,162,162,162,66,18,1,2,0,0,4294967295,4294967295,
EF1543,Horse mix,홀스 믹스,Horse mix,Horse mix,Horse mix,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,67,18,1,2,0,0,4294967295,4294967295,
EF1544,Monkey-rang,몽키랑,Monkey-rang,Monkey-rang,Monkey-rang,BPM,BPM,BPM,BPM,BPM,186,186,186,186,186,70,18,1,2,0,0,4294967295,4294967295,
EF1545,Witch core,위치코어,Witch core,Witch core,Witch core,BPM,BPM,BPM,BPM,BPM,196,196,196,196,196,68,18,1,2,0,0,4294967295,4294967295,
EF1546,Witch core,위치코어,Witch core,Witch core,Witch core,BPM,BPM,BPM,BPM,BPM,196,196,196,196,196,68,18,1,2,0,0,4294967295,4294967295,
EF1547,B.P.M. Collection 4(Pumpts),비.피.엠. 콜렉션 3(펌츠),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),BPM,BPM,BPM,BPM,BPM,153,153,153,153,153,69,18,1,2,0,0,4294967295,4294967295,
EF1548,Danger zone twins,데인져 존 트윈스,Danger zone twins,Danger zone twins,Danger zone twins,BPM,BPM,BPM,BPM,BPM,162,162,162,162,162,66,18,1,2,0,0,4294967295,4294967295,
EF1549,B.P.M. Collection 4(Pumpts),비.피.엠. 콜렉션 3(펌츠),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),B.P.M. Collection 4(Pumpts),BPM,BPM,BPM,BPM,BPM,153,153,153,153,153,69,18,1,2,0,0,4294967295,4294967295,
EF1550,Horse mix,홀스 믹스,Horse mix,Horse mix,Horse mix,BPM,BPM,BPM,BPM,BPM,170,170,170,170,170,67,18,1,2,0,0,4294967295,4294967295,
EF1551,Monkey-rang,몽키랑,Monkey-rang,Monkey-rang,Monkey-rang,BPM,BPM,BPM,BPM,BPM,186,186,186,186,186,70,18,1,2,0,0,4294967295,4294967295,
EF1552,Witch core,위치코어,Witch core,Witch core,Witch core,BPM,BPM,BPM,BPM,BPM,196,196,196,196,196,68,18,1,2,0,0,4294967295,4294967295,
EF1602,Phantom -Intermezzo-,팬텀 -인터메조-,Phantom -Intermezzo-,Phantom -Intermezzo-,Phantom -Intermezzo-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,140,140,140,140,140,28,18,1,2,0,0,4294967295,4294967295,
EF1610,Last Farewell,마지막 인사,Last Farewell,Last Farewell,Last Farewell,BigBang,빅뱅,BigBang,BigBang,BigBang,135,135,135,135,135,147,19,2,2,0,0,4294967295,4294967295,
EF1611,Says,말씀,Says,Says,Says,Doin,도인,Doin,Doin,Doin,154.97,154.97,154.97,154.97,154.97,148,19,1,2,0,0,4294967295,4294967295,
EF1623,Hot Issue,핫 이슈,Hot Issue,Hot Issue,Hot Issue,4Minute,포미닛,4Minute,4Minute,4Minute,128,128,128,128,128,142,19,2,2,0,0,4294967295,4294967295,
EF1625,Night Duty,야근,Night Duty,Night Duty,Night Duty,A.V.,A.V.,A.V.,A.V.,A.V.,140,140,140,140,140,143,19,1,2,0,0,4294967295,4294967295,
EF1701,Funky Tonight,펑키 투나잇,Funky Tonight,Funky Tonight,Funky Tonight,CLON,클론,CLON,CLON,CLON,105,105,105,105,105,89,1,2,2,0,0,4294967295,4294967295,
EF1702,Come to Me,컴 투 미,Come to Me,Come to Me,Come to Me,BanYa,반야,BanYa,BanYa,BanYa,107,107,107,107,107,284,10,1,2,0,0,4294967295,4294967295,
EF1703,Switchback ,스위치백,Switchback ,Switchback ,Switchback ,Celldweller,Celldweller,Celldweller,Celldweller,Celldweller,112,112,112,112,112,155,20,3,2,0,0,4294967295,4294967295,
EF1704,Hardkore of the North,하드코어 오브 더 노스,Hardkore of the North,Hardkore of the North,Hardkore of the North,Diclonius Kid,Diclonius Kid,Diclonius Kid,Diclonius Kid,Diclonius Kid,190,190,190,190,190,157,20,3,2,0,0,4294967295,4294967295,
EF1705,Tribe Attacker,트라이브 어택커,Tribe Attacker,Tribe Attacker,Tribe Attacker,Hi-G,Hi-G,Hi-G,Hi-G,Hi-G,150,150,150,150,150,159,20,3,2,0,0,4294967295,4294967295,
EF1706,Virtual Emotion,버철 이모션,Virtual Emotion,Virtual Emotion,Virtual Emotion,Inspector K,Inspector K,Inspector K,Inspector K,Inspector K,180,180,180,180,180,160,20,3,2,0,0,4294967295,4294967295,
EF1707,RE-RAVE,리-레이브,RE-RAVE,RE-RAVE,RE-RAVE,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,146,146,146,146,146,162,20,3,2,0,0,4294967295,4294967295,
EF1708,Heel and Toe ,힐 앤 토,Heel and Toe ,Heel and Toe ,Heel and Toe ,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,KURi-ZiLL,185,185,185,185,185,163,20,3,2,0,0,4294967295,4294967295,
EF1709,Dream To Nightmare,드림 투 나이트메어,Dream To Nightmare,Dream To Nightmare,Dream To Nightmare,Nightmare,Nightmare,Nightmare,Nightmare,Nightmare,178,178,178,178,178,164,21,3,2,0,0,4294967295,4294967295,
EF1710,Rainspark,레인스파크,Rainspark,Rainspark,Rainspark,Sanxion7,Sanxion7,Sanxion7,Sanxion7,Sanxion7,125,125,125,125,125,165,20,3,2,0,0,4294967295,4294967295,
EF1711,Be Alive (Raaban Inc. Mix),비 얼라이브 (Raaban Inc. Mix),Be Alive (Raaban Inc. Mix),Be Alive (Raaban Inc. Mix),Be Alive (Raaban Inc. Mix),Stian K,Stian K,Stian K,Stian K,Stian K,142,142,142,142,142,168,20,3,2,0,0,4294967295,4294967295,
EF1712,VVV,VVV,VVV,VVV,VVV,ZiGZaG,ZiGZaG,ZiGZaG,ZiGZaG,ZiGZaG,310,310,310,310,310,169,21,3,2,0,0,4294967295,4294967295,
EF1713,Unique,유니크,Unique,Unique,Unique,SHK,SHK,SHK,SHK,SHK,145,145,145,145,145,180,21,1,2,0,0,4294967295,4294967295,
EF1714,Electric,일렉트릭,Electric,Electric,Electric,The DNC,The DNC,The DNC,The DNC,The DNC,120,120,120,120,120,172,21,3,2,0,0,4294967295,4294967295,
EF1715,Pop The Track,팝 더 트랙,Pop The Track,Pop The Track,Pop The Track,"J-Mi & Midi-D & Ft. Hanna Stockzell","J-Mi & Midi-D & Ft. Hanna Stockzell","J-Mi & Midi-D & Ft. Hanna Stockzell","J-Mi & Midi-D & Ft. Hanna Stockzell","J-Mi & Midi-D & Ft. Hanna Stockzell",160,160,160,160,160,171,21,3,2,0,0,4294967295,4294967295,
EF1716,Passacaglia,파사칼리아,Passacaglia,Passacaglia,Passacaglia,SynthWulf,SynthWulf,SynthWulf,SynthWulf,SynthWulf,175,175,175,175,175,173,21,3,2,0,0,4294967295,4294967295,
EF1717,D,디,D,D,D,MAX,맥스,MAX,MAX,MAX,180,180,180,180,180,182,21,1,2,0,0,4294967295,4294967295,
EF1718,U Got Me Rocking,유 갓 미 락킹,U Got Me Rocking,U Got Me Rocking,U Got Me Rocking,MAX,맥스,MAX,MAX,MAX,128,128,128,128,128,183,21,1,2,0,0,4294967295,4294967295,
EF1719,FFF,에프 에프 에프,FFF,FFF,FFF,Doin,도인,Doin,Doin,Doin,200,200,200,200,200,179,21,1,2,0,0,4294967295,4294967295,
EF1720,Accident,엑시던트,Accident,Accident,Accident,MAX,맥스,MAX,MAX,MAX,183,183,183,183,183,181,21,1,2,0,0,4294967295,4294967295,
EF1721,Hypnosis(SynthWulf Mix),힙노시스(SynthWulf 믹스),Hypnosis(SynthWulf Mix),Hypnosis(SynthWulf Mix),Hypnosis(SynthWulf Mix),BanYa & SynthWulf,반야 & SynthWulf,BanYa & SynthWulf,BanYa & SynthWulf,BanYa & SynthWulf,175,175,175,175,175,178,21,1,2,0,0,4294967295,4294967295,
EF1722,Love Is A Danger Zone(Cranky Mix),러브 이즈 어 데인저 존(Cranky 믹스),Love Is A Danger Zone(Cranky Mix),Love Is A Danger Zone(Cranky Mix),Love Is A Danger Zone(Cranky Mix),BanYa & Cranky,반야 & Cranky,BanYa & Cranky,BanYa & Cranky,BanYa & Cranky,155,155,155,155,155,177,21,1,2,0,0,4294967295,4294967295,
EF1723,One Two Three Go!,원 투 쓰리 고!,One Two Three Go!,One Two Three Go!,One Two Three Go!,Belanova,Belanova,Belanova,Belanova,Belanova,150,150,150,150,150,202,21,3,2,0,0,4294967295,4294967295,
EF1724,I'm The Best,내가 제일 잘 나가,I'm The Best,I'm The Best,I'm The Best,2NE1,2NE1,2NE1,2NE1,2NE1,128,128,128,128,128,188,21,2,2,0,0,4294967295,4294967295,
EF1725,Lie,거짓말,Lie,Lie,Lie,Bigbang,빅뱅,Bigbang,Bigbang,Bigbang,125,125,125,125,125,192,21,2,2,0,0,4294967295,4294967295,
EF1726,Bad Girl Good Girl,배드 걸 굿 걸,Bad Girl Good Girl,Bad Girl Good Girl,Bad Girl Good Girl,Miss A,미스 에이,Miss A,Miss A,Miss A,136,136,136,136,136,186,21,2,2,0,0,4294967295,4294967295,
EF1727,Fantastic Baby,판타스틱 베이비,Fantastic Baby,Fantastic Baby,Fantastic Baby,Bigbang,빅뱅,Bigbang,Bigbang,Bigbang,130,130,130,130,130,191,21,2,2,0,0,4294967295,4294967295,
EF1728,Can't Nobody,캔노바디,Can't Nobody,Can't Nobody,Can't Nobody,2NE1,2NE1,2NE1,2NE1,2NE1,130,130,130,130,130,189,21,2,2,0,0,4294967295,4294967295,
EF1729,Nobody,노바디,Nobody,Nobody,Nobody,Wonder Girls,원더걸스,Wonder Girls,Wonder Girls,Wonder Girls,131,131,131,131,131,185,21,2,2,0,0,4294967295,4294967295,
EF1730,Mental Rider,멘탈 라이더,Mental Rider,Mental Rider,Mental Rider,SQUAR,SQUAR,SQUAR,SQUAR,SQUAR,120-140,120-140,120-140,120-140,120-140,210,21,1,2,0,0,4294967295,4294967295,
EF1731,Ignis Fatuus(DM Ashura Mix),이그니스 패터스(DM Ashura 믹스),Ignis Fatuus(DM Ashura Mix),Ignis Fatuus(DM Ashura Mix),Ignis Fatuus(DM Ashura Mix),BanYa & DM Ashura,반야 & DM Ashura,BanYa & DM Ashura,BanYa & DM Ashura,BanYa & DM Ashura,220,220,220,220,220,176,21,1,2,0,0,4294967295,4294967295,
EF1732,VVV,VVV,VVV,VVV,VVV,ZiGZaG,ZiGZaG,ZiGZaG,ZiGZaG,ZiGZaG,310,310,310,310,310,169,21,3,2,0,0,4294967295,4294967295,
EF1733,Unique,유니크,Unique,Unique,Unique,SHK,SHK,SHK,SHK,SHK,145,145,145,145,145,180,21,1,2,0,0,4294967295,4294967295,
EF1734,Electric,일렉트릭,Electric,Electric,Electric,The DNC,The DNC,The DNC,The DNC,The DNC,120,120,120,120,120,172,21,3,2,0,0,4294967295,4294967295,
EF1735,Rockhill,락힐,Rockhill,Rockhill,Rockhill,Beltaine,Beltaine,Beltaine,Beltaine,Beltaine,140,140,140,140,140,154,20,3,2,0,0,4294967295,4294967295,
F01,Blaze Emotion,블레이즈 이모션,Blaze Emotion,Blaze Emotion,Blaze Emotion,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,4294967295,17,1,2,1,112,4294967295,4294967295,
F02,Cannon X.1,캐논 X.1,Cannon X.1,Cannon X.1,Cannon X.1,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,185,185,185,185,185,4294967295,17,1,2,1,121,4294967295,4294967295,
F03,Chopsticks Challenge,젓가락 변주곡,Chopsticks Challenge,Chopsticks Challenge,Chopsticks Challenge,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,128,128,128,128,128,4294967295,17,1,2,1,109,4294967295,4294967295,
